"ID_REF"	"GSM1431110"	"GSM1431111"	"GSM1431112"	"GSM1431113"	"GSM1431114"	"GSM1431115"
"AC002310.1"	3.62080767947444	3.42660616757478	3.56832608617505	3.55259105477254	3.68874142257365	3.59839705879555
"AC002310.2"	3.91441208374476	4.17789592044902	4.20448506484381	4.00774697352699	4.21348616079368	3.88742052321422
"AC002347.2"	6.64912848112572	7.33834332562895	6.48285254188794	6.76664002010097	6.65657724231817	6.6119868301669
"AC002398.1"	4.38561154109224	4.20747221030778	4.09226505745547	4.38474013199076	4.3568646513526	4.30972877741658
"AC002398.2"	4.25363723557688	3.92596007382367	3.888258090183	4.21341894156501	4.35743999242059	4.69349773279347
"AC002463.1"	2.81813175921731	2.78351605284623	2.93921331217117	2.91556212521381	2.92584677827728	2.77129956094567
"AC002464.1"	3.27220429626576	3.34275570638423	3.13822740883514	3.10370046841589	3.17965903674127	3.53146980777605
"AC002467.1"	5.43611157604237	5.55307557123982	5.47690485305438	5.75564612051417	5.73483444812637	5.56537891736247
"AC002470.2"	5.76133099938754	6.25994124801447	6.25439882235104	6.08330177184847	6.28295405132346	5.80190164885443
"AC002480.1"	3.4668834906484	3.37595980997655	3.18559193069098	3.4605022042283	3.40970042620149	3.31464316142303
"AC002525.1"	3.62452188845804	3.69798024396686	3.56434780929364	3.40320508556545	3.77549134815677	3.96708469831524
